Title,Sale price,Merchant,Division,Category,Sub category,Artice type,Fabric,Occasion,Pattern,Image URL
Sammy Women's Synthetic Wedges - Beige,1199,homeshop18,shoes & handbags,shoes,women's shoes,Wedges,,1,,http://stat.homeshop18.com/homeshop18/images/productImages/815/sammy-womens-synthetic-wedges-beige-medium_dae5c35878e2f5480a8dd0d640fccf26.jpg
LEVIS Womens Round Neck Solid Top,1999,shoppersstop,clothing & accessories,western wear,"tops, tees & shirts",Westernwear,,1,2,https://sslimages2.shoppersstop.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/6F0A74B9E009492A9414A98D994F9C3E/202955247_9607_6F0A74B9E009492A9414A98D994F9C3E.jpg
Viro Cotton Tunics,799,snapdeal,clothing & accessories,western wear,"shirts, tops & tees",Tops & Tunics,5,1,,http://n1.sdlcdn.com/imgs/e/k/2/230x258/Viro-Cotton-Tunics-SDL732951380-1-c10b3.jpg
IndiWeaves Women 2 Regular Fit Super Soft Denim Jeans along with Belt and 2 Cotton Casual Jegging (Pack of-4),4499,paytm,clothing & accessories,western wear,jeans,Jeans & Jeggings,,1,plain,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPINDIWEAVES-WINDI20212F6051044/1..jpg
Voi Eomen's Green Dresses,1899,paytm,clothing & accessories,western wear,dresses,Dresses,,1,printed,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPVOI-EOMEN-S-VOI-327202D5CA9FF2/0..jpg
Alibi Rayon Regular Tops,1199,snapdeal,clothing & accessories,western wear,"shirts, tops & tees",Tops & Tunics,3,1,,http://n1.sdlcdn.com/imgs/e/z/6/230x258/Alibi-Rayon-Regular-Tops-SDL233655224-1-89815.jpg
Kurti Studio Women Beige Semi Patiala Salwar,799,paytm,clothing & accessories,2 wear,bottoms,"Salwar,Churidar & Leggings",,1,2,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPKURTI-STUDIOKURT267792A08BB71/1..jpg
"Livener Premium Cotton Ankle Leggings for Women (Pack of Beige, Blue, Green & Baby Pink Color)",1599,paytm,clothing & accessories,western wear,leggings,Leggings,,1,2,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPLIVENER-PREMPRAN35205142E6170/0..jpg
The Yellow Hanger Cotton Dresses,2100,snapdeal,clothing & accessories,western wear,dresses,Dresses,5,1,,http://n1.sdlcdn.com/imgs/f/k/b/230x258/The-Yellow-Hanger-Cotton-Dresses-SDL466792558-1-de52d.jpg
Texco Viscose Peasant Tops,2199,snapdeal,,,,Tops & Tunics,viscose,1,,https://n1.sdlcdn.com/imgs/f/t/y/large/Texco-Viscose-Peasant-Tops-SDL798611674-1-8629c.jpg
AURELIA Womens Printed Kurta,699,shoppersstop,clothing & accessories,2 wear,kurtas,Indianwear,,1,,https://sslimages3.shoppersstop.com/sys-master/images/h4d/h49/9533430857758/201409025_9407.jpg_230Wx334H
AND Women's Raglan Sleeves Top,1499,shoppersstop,clothing & accessories,western wear,"tops, tees & shirts",Westernwear,1,1,2,https://sslimages3.shoppersstop.com/sys-master/images/h50/hca/9943609212958/202036943_9402.jpg_230Wx334H
Crazeis Cotton Frocks For Girls,1998,paytm,clothing & accessories,dresses,dresses,Clothing for Girls,,1,,https://assetscdn.paytm.com/images/catalog/product/K/KI/KIDCRAZEIS-COTTKPM-55302CD34A562/1..jpg
PLUCHI Nursing Knitted Palma Poncho Wrap,1899,shoppersstop,clothing & accessories,maternity,dresses,Maternity,5,1,,https://sslimages5.shoppersstop.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/FBE711CB6122487CA01FC6F4B8EA89F3/203362045_9324_FBE711CB6122487CA01FC6F4B8EA89F3.jpg
THE VANCA Womens Spaghetti Dress,2499,shoppersstop,clothing & accessories,western wear,dresses,Westernwear,4,1,,https://sslimages.shoppersstop.com/sys-master/images/hdb/h87/9331690373150/201070357_9463.png_230Wx334H
Frenchtrendz Cotton Lycra Regular Tops,795,snapdeal,clothing & accessories,western wear,"shirts, tops & tees",Tops & Tunics,5,1,,http://n1.sdlcdn.com/imgs/e/j/t/230x258/Frenchtrendz-Cotton-Lycra-Regular-Tops-SDL555228798-1-af5c1.jpg
Tickles Girl's Dress,1149,paytm,clothing & accessories,dresses,dresses,Clothing for Girls,,1,2,https://assetscdn.paytm.com/images/catalog/product/K/KI/KIDTICKLES-GIRLINMA35437D771DBAF/0..jpg
2GO Mens BASKET BALL SHORTS,799,paytm,clothing & accessories,sportswear,sportswear,Sports Shorts & 3/4ths,,1,2,https://assetscdn.paytm.com/images/catalog/product/A/AP/APP2GO-MENS-BASBRAN68235A98F5D08/1..jpg
CLOVIA Womens Solid Shapewear,999,shoppersstop,clothing & accessories,lingerie & nightwear,lingerie & underwear,Lingerie & Nightwear,,1,,https://sslimages1.shoppersstop.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/FD4FD97259B3412F938D572A92E7BAB4/203961452_9557_FD4FD97259B3412F938D572A92E7BAB4.jpg
SCOTT Womens Full Rim Round Sunglasses - 1994 C3 S,1990,shoppersstop,clothing & accessories,sunglasses & spectacle frames,sunglasses,Accessories,,1,,https://sslimages.shoppersstop.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/50E6DB24F71141E6B92764B79285CD16/201513991_9999_50E6DB24F71141E6B92764B79285CD16.jpg
Duke Stardust Blue Denim Jeans,2175,paytm,clothing & accessories,jeans,jeans,Jeans,,1,2,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPDUKE-STARDUSE-SH340705520C20F/0..jpg
Zora Jute Shopping Bag,379,shoppersstop,shoes & handbags,handbags & clutches,totes,Handbags,,1,,https://sslimages1.shoppersstop.com/sys-master/images/ha8/hd2/8925993533470/200249113_9900.png_230Wx334H
Pack Of 4 Feed Up Men's Hooded Cotton Tshirt,4899,paytm,clothing & accessories,t-shirts & polos,t-shirts,Sweatshirts & Hoodies,,1,2,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPPACK-OF-4-FEFEED233025278EB254/1..jpg
ALLEN SOLLY Womens Round Neck Self Pattern Top,1499,shoppersstop,clothing & accessories,western wear,"tops, tees & shirts",Westernwear,,1,,https://sslimages.shoppersstop.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/99FDEDBB2E414E228B54BB6C3716E0FA/203658153_9607_99FDEDBB2E414E228B54BB6C3716E0FA.jpg
CLOVIA Womens Lace Hipster Briefs,399,shoppersstop,clothing & accessories,lingerie & nightwear,lingerie & underwear,Lingerie & Nightwear,5,1,,https://sslimages.shoppersstop.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/BB83EA7F0B3347FC92A8C0AB277F5CFF/203778277_9308_BB83EA7F0B3347FC92A8C0AB277F5CFF.jpg
RARE Womens Round Neck Solid Top,1199,shoppersstop,clothing & accessories,western wear,"tops, tees & shirts",Westernwear,4,1,2,https://sslimages4.shoppersstop.com/sys-master/images/hcc/h74/9926326419486/202411622_9557.jpg_230Wx334H
Women's 5 shrug,999,paytm,clothing & accessories,western wear,sweaters,shrugs and summer jackets,,1,1 print,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPWOMEN-S-COTTMANJ37507F9BBCAC8/6..jpg
FEMINA FLAUNT Womens Round Neck Perforated Top,1299,shoppersstop,clothing & accessories,western wear,"tops, tees & shirts",Westernwear,,1,,https://sslimages.shoppersstop.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/B57C6CC9E30E4262863A275C4C3B2748/203804281_9100_B57C6CC9E30E4262863A275C4C3B2748.jpg
STOP Womens Split Neck Printed Kurta,999,shoppersstop,clothing & accessories,western wear,"tops, tees & shirts",Indianwear,,1,,https://sslimages3.shoppersstop.com/sys-master/images/h13/h47/9758641127454/202216436_9407.jpg_230Wx334H
Ansh Fashion Wear Men's Stechable Regular Wear Chinos,1449,paytm,clothing & accessories,jeans,jeans,Casual Trousers,,1,2,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPANSH-FASHIONANSH6768798753A25/1..jpg
Fahrenheit Men's Solid Full Sleeve Jacket,4595,paytm,clothing & accessories,jackets & gilets,jackets,Winterwear,,1,2,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPFAHRENHEIT-MKAPS7800264E58049/0..jpg
ONLY Women's Full Sleeves Casual Shirt,1695,paytm,clothing & accessories,western wear,"shirts, tops & tees",Shirts,,1,2,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPONLY-WOMEN-SKAPS7800228853759/1..jpg
109F Womens Off Shoulder Solid Top,1599,shoppersstop,clothing & accessories,western wear,dresses,Westernwear,,1,2,https://sslimages.shoppersstop.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/ACBDDAE0ED324F87BA332CC5DAD90801/203864685_9407_ACBDDAE0ED324F87BA332CC5DAD90801.jpg
Golden Sparrow Men's Synthetic Leather Casual Shoes - Purple,499,homeshop18,shoes & handbags,shoes,men's shoes,Casual Shoes,,1,,http://stat.homeshop18.com/homeshop18/images/productImages/273/golden-sparrow-mens-synthetic-leather-1-shoes-purple-medium_db826dcd04e08824e8299b112b02fd65.jpg
Spunk Solid Men's Blue Track Pants,649,paytm,clothing & accessories,sportswear,track pants & trousers,Track Pants,,1,2,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPSPUNK-SOLID-BIG-32339380114D44/1..JPG
Crazeis Cotton Frocks For Girls,1998,paytm,clothing & accessories,dresses,dresses,Girls Frocks and Dresses,,1,,https://assetscdn.paytm.com/images/catalog/product/K/KI/KIDCRAZEIS-COTTKPM-553021D15B994/1..jpg
The Indian Garage Co Men's Printed Shirts,1249,paytm,clothing & accessories,shirts,1 shirts,Casual Shirts,,1,printed,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPTHE-INDIAN-GTHE-2123789CC7843/0..jpg
"Secret Bliss by Unique Collections Women's, Girl's Sports Lightly Padded Bra (Grey)",1299,flipkart,clothing & accessories,lingerie & nightwear,lingerie & underwear,Bras,,1,,https://rukminim1.flixcart.com/image/312/312/bra/b/f/m/free-greyzipper-sportsbra-secret-bliss-original-imaes8bbdhr9vngk.jpeg?q=70
IndiWeaves Girls Cotton Full Sleeve Printed T-Shirt (Pack of 8),3350,paytm,clothing & accessories,tops & tees,tops & tees,Clothing for Girls,,1,printed,https://assetscdn.paytm.com/images/catalog/product/K/KI/KIDINDIWEAVES-GINDI202128F7C66CA/1..jpg
JASHN Womens Printed Saree,4799,shoppersstop,clothing & accessories,2 wear,sarees,Indianwear,,1,,https://sslimages.shoppersstop.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/61B2F18194B548588669CAB4402D05F2/202160338_9557_61B2F18194B548588669CAB4402D05F2.jpg
JASHN Womens Bird Floral Print Satin Saree,2999,shoppersstop,clothing & accessories,2 wear,sarees,Indianwear,satin,1,,https://sslimages1.shoppersstop.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/C8130C0C8EE7440FBCC57D398E5FBBBB/203248741_9407_C8130C0C8EE7440FBCC57D398E5FBBBB.jpg
Blue Lycra Jeans,1499,paytm,clothing & accessories,western wear,jeans,Jeans & Jeggings,,1,2,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPBLUE-LYCRA-JGOFA32644577A52E8/0..jpg
Q-rious Multicolor Halter Slips (Pack of 4),1436,paytm,clothing & accessories,lingerie & nightwear,lingerie & underwear,Camisoles & Slips,,1,2,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPQ-RIOUS-MULTALLE30343EBDED644/1..jpg
Shopping Rajasthan multi 5 kurti for women kurta,999,paytm,clothing & accessories,2 wear,kurtas,Kurtas & Kurtis,,1,printed,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPSHOPPING-RAJSHOP233783791AC05/0..jpg
MSTAKEN Womens Round Neck Solid Top,1199,shoppersstop,clothing & accessories,western wear,"tops, tees & shirts",Westernwear,,1,2,https://sslimages.shoppersstop.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/66BD310AB6B840EF93F46B5E50AB312C/203157113_9612_66BD310AB6B840EF93F46B5E50AB312C.jpg
Voila Printed Kalamkari Art Silk Saree (Red),999,flipkart,clothing & accessories,2 wear,sarees,Sarees,,1,,https://rukminim1.flixcart.com/image/312/312/jklgxow0/sari/p/t/c/free-vrs181069-01-voila-original-imaf7wgbdzp7hrsg.jpeg?q=70
Varibha Branded Bollywood Designer Purple & Gold Printed Silk saree for women and girls  ( diwali Gift for mother sister girlfriend sale discount cashback on 2017 latest new design saree ),3599,paytm,clothing & accessories,2 wear,sarees,Sarees,,1,,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPVARIBHA-WOMEINDI11593266C00D08/1..jpg
People Cotton Regular Beige Winter & Seasonal Jackets,1199,paytm,clothing & accessories,western wear,coats & jackets,shrugs and summer jackets,,1,printed,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPPEOPLE-COTTOADIT509962426164D/0..jpg
NEWSENSE WOMEN LEGGINGS PURPLE,599,paytm,clothing & accessories,western wear,leggings,Leggings,,1,2,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPNEWSENSE-WOMRAJE6206159D9486D9/1..jpg
New Darling Cotton T-Shirts,599,snapdeal,clothing & accessories,western wear,"shirts, tops & tees",Tees & Polo,5,1,,http://n1.sdlcdn.com/imgs/d/3/v/230x258/New-Darling-Cotton-T-Shirts-SDL807731767-1-5c520.jpg
Clifton Boys Printed Ribbed T-Shirts Half Sleeve V-Neck-Parrot Green-Do Not Disturb,299,paytm,clothing & accessories,tops & tees,t-shirts,Boys Tshirt,,1,graphic print,https://assetscdn.paytm.com/images/catalog/product/K/KI/KIDCLIFTON-BOYSCLIF2009491547435/1..jpg
Bandit Light Blue Slim fit Jeans,2099,paytm,clothing & accessories,jeans,jeans,Jeans,,1,2,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPBANDIT-LIGHTANUV330582F81E49A/1..jpg
"Studio Nexx Men's Solid Cotton Three Fourths (Dark Green, Size - L)",1299,paytm,clothing & accessories,shorts,shorts,Shorts,,1,,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPSTUDIO-NEXX-STUD27189BD37BDF/1..jpg
Yepme Men's Analog Digital Watch - ...,1999,yepme,watches,accessories,watchbands,,,1,,http://staticawsy.yepme.com/newcampaign/1665/166520_ypxl_1.jpg?resize=372px:447px
AHAANA FASHION White Cotton Solid Shirt,1199,paytm,clothing & accessories,shirts,formal shirts,Formal Shirts,,1,,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPAHAANA-FASHIJIND216010E8A19CF9/0..jpg
Wild Originals Mens Cotton shorts (Dark Grey),899,paytm,clothing & accessories,sportswear,sportswear,Sports Shorts & 3/4ths,,1,plain,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPWILD-ORIGINASRI-120939C4D22CCF/5..jpg
Clifton Men's Army Slim Fit Capri-Bright Orange-4XL,649,paytm,clothing & accessories,sportswear,track pants & trousers,Sports Shorts & 3/4ths,,1,printed,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPCLIFTON-MEN-CLIF20094B3A80474/1..jpg
FABALLEY Masaba collection - Womens V Neck Printed Shift Dress,2600,shoppersstop,clothing & accessories,western wear,dresses,Westernwear,crepe,1,,https://sslimages4.shoppersstop.com/sys-master/images/h90/h8f/9742293729310/202221731_9601.jpg_230Wx334H
Diaz Multi Color Cotton Lycra Capris,1099,snapdeal,clothing & accessories,western wear,pants & capris,Pants & Capris,5,1,,http://n1.sdlcdn.com/imgs/b/1/5/230x258/Diaz-Multi-Color-Cotton-Capris-SDL027338441-1-7dd33.jpg
Makxziya Cotton Latest Design Jeggings,1399,paytm,clothing & accessories,western wear,leggings,Jeans & Jeggings,,1,plain,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPMAKXZIYA-COTMAKX665802701B161F/1..jpg
JASHN Womens Bird Floral Print Satin Saree,2999,shoppersstop,clothing & accessories,2 wear,sarees,Indianwear,satin,1,,https://sslimages4.shoppersstop.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/C2BF7F0F8B304A76AD01FFDD3EE974DF/203248704_9126_C2BF7F0F8B304A76AD01FFDD3EE974DF.jpg
LIFE Womens Round Neck Printed Top,399,shoppersstop,clothing & accessories,western wear,"tops, tees & shirts",Westernwear,,1,printed,https://sslimages2.shoppersstop.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/FADCE7D500854F3CAC0957E2BD628163/203080002_9612_FADCE7D500854F3CAC0957E2BD628163.jpg
Gritstones Red/Black/White Full Sleeve Round Neck Sweatshirt,1499,paytm,clothing & accessories,t-shirts & polos,t-shirts,Winterwear,,1,2,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPGRITSTONES-RGRIT279060617678B2/0..jpg
Tokyo Talkies Dark Green printed Regular Fit Dress,2099,paytm,clothing & accessories,western wear,dresses,Dresses,,1,,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPTOKYO-TALKIEBRAN301021190AAA4/1..jpg
Puma Men's ESS Jersey Shorts 9 Navy Blue Cotton Shorts,1099,paytm,clothing & accessories,sportswear,sportswear,Sports Shorts & 3/4ths,,1,,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPPUMA-MEN-S-EBIG-6685530B7824E/0..jpg
Flying Machine Men Checkered Full Sleeve Shirt,2299,paytm,clothing & accessories,shirts,1 shirts,Casual Shirts,,1,checkered,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPFLYING-MACHIKAPS5784901494EBCB/0..jpg
Comix Viscose Regular Tops,699,snapdeal,clothing & accessories,western wear,"shirts, tops & tees",Tops & Tunics,viscose,1,,http://n1.sdlcdn.com/imgs/e/9/3/230x258/Comix-Viscose-Regular-Tops-SDL665955696-1-5f469.jpg
LIFE Girls Bow-accented Dress,1599,shoppersstop,clothing & accessories,western wear,dresses,Infants,2,1,,https://sslimages1.shoppersstop.com/sys-master/images/h1e/h7e/9466076528670/201577167_9607.jpg_230Wx334H
MYSTERE PARIS Womens Round Neck Lace Top and Printed Pyjamas,1299,shoppersstop,clothing & accessories,lingerie & nightwear,nightwear,Lingerie & Nightwear,,1,,https://sslimages4.shoppersstop.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/6B23B7C96A7044EDAA5F0F51986F8078/204049656_9308_6B23B7C96A7044EDAA5F0F51986F8078.jpg
LIBAS Womens Round Neck Printed A-Line Kurta,1099,shoppersstop,clothing & accessories,2 wear,kurtas,Indianwear,5,1,,https://sslimages.shoppersstop.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/CBB122DBB98248979CC9AFB538204920/203367569_9212_CBB122DBB98248979CC9AFB538204920.jpg
ELESPRY Womens Zipper Closure Satchel Handbag,5000,shoppersstop,shoes & handbags,handbags & clutches,handbags,Accessories,leather,1,,https://sslimages.shoppersstop.com/sys-master/images/h1e/h2d/9829865390110/202381901_9557.jpg_230Wx334H
BODYCARE Black-Pink-Royal Blue Camisole Combo,450,paytm,clothing & accessories,lingerie & nightwear,lingerie & underwear,Camisoles & Slips,,1,2,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPBODYCARE-BLABODY1656145DEA7161/1..jpg
RKY Denim Jeans,999,snapdeal,,,,Jeans Jeggings & Tights,denim,1,,https://n4.sdlcdn.com/imgs/g/i/7/large/RKY-Denim-Jeans-SDL767422027-1-59571.jpeg
ALLEN SOLLY Womens Zipper Closure Sling Bag,2299,shoppersstop,clothing & accessories,western wear,dresses,Accessories,,1,,https://sslimages2.shoppersstop.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/020FF032A4C24B1CB543390B49819A04/203841184_9612_020FF032A4C24B1CB543390B49819A04.jpg
Bob Marley Poly Vertex Black Printed T shirt For Men,999,paytm,clothing & accessories,t-shirts & polos,t-shirts,Tshirts,,1,graphic print,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPBOB-MARLEY-PCROS309982D4FEE7D/1..jpg
Red Tape White Blue Stripper Polo Casual T-Shirt,1499,paytm,clothing & accessories,t-shirts & polos,t-shirts,Tshirts,,1,striped,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPRED-TAPE-WHIRED-250979F7CEF9A5/1..jpg
ONLY Women Casual Top,995,paytm,clothing & accessories,western wear,"shirts, tops & tees",Tops & Tunics,,1,graphic print,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPONLY-WOMEN-CKAPS780023C7DF75C/1..jpg
STOP Womens Round Neck Slub Top,999,shoppersstop,clothing & accessories,western wear,"tops, tees & shirts",Westernwear,,1,,https://sslimages.shoppersstop.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/B06954A5AC544CCE8711DACA81C966B5/203575449_9506_B06954A5AC544CCE8711DACA81C966B5.jpg
MARIE CLAIRE Womens Round Neck Solid Top,1499,shoppersstop,shoes & handbags,handbags & clutches,sling & cross-body bags,Westernwear,4,1,2,https://sslimages4.shoppersstop.com/sys-master/images/hbe/h72/9891948953630/202409137_9324.jpg_230Wx334H
Womens Round Neck Solid Eyelet Top,1599,shoppersstop,clothing & accessories,western wear,"shirts, tops & tees",Tops & Tees,,1,2,https://sslimages2.shoppersstop.com/sys-master/images/h15/hfc/9807656714270/202215880_9454.jpg_230Wx334H
Tunic Nation Polyester Tunics,999,snapdeal,clothing & accessories,western wear,"shirts, tops & tees",Tops & Tunics,1,1,,http://n1.sdlcdn.com/imgs/e/i/p/230x258/Tunic-Nation-Polyester-Tunics-SDL429003336-1-fa3c5.jpg
MYSTERE PARIS Womens Round Neck Slub Top and Shorts,1099,shoppersstop,clothing & accessories,lingerie & nightwear,nightwear,Lingerie & Nightwear,,1,,https://sslimages.shoppersstop.com/B8AC9759D45547D9AEF177F0DE13B7C8/img/D9F9683437244857AC30909DEE58A40E/204049608_9557_D9F9683437244857AC30909DEE58A40E.jpg
jingle impex Cotton Broomstick Skirt,1199,snapdeal,clothing & accessories,western wear,skirts,Skirts,5,1,,http://n1.sdlcdn.com/imgs/b/z/w/230x258/Jingle-Impex-Black-Cotton-Broomstick-SDL179588874-1-b65df.jpg
Baalar White Cotton Dress Material,2599,paytm,clothing & accessories,2 wear,dress material,Dress Material,,1,printed,https://assetscdn.paytm.com/images/catalog/product/A/AP/APPBAALAR-WHITERANJ59089857348EEB/0..jpg
